ZONEID,TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228
2,20120401 15:00,0.004440307617,0,94193.875,98.07168579,0.3169555664,-0.3659734726,1.022372246,282.7304688,12242234,17740992,15070071,0.003009319305
2,20120401 16:00,0.009323120117,0,94184.3125,99.17173767,0.7025146484,-0.1773271561,1.373436928,282.498291,12242234,18824160,15070071,0.00301027298
2,20120401 17:00,0.02297973633,0,94166.5,98.36235046,0.6704406738,-0.1379356384,1.469595909,282.9372559,12242234,19982576,15070071,0.003011226654
2,20120401 18:00,0.04336547852,0,94156.9375,98.13922119,0.7470703125,-0.1015548706,1.437298775,283.0632324,12242234,21152192,15070071,0.003018856049
2,20120401 19:00,0.04563140869,0,94189.3125,97.90304565,0.5967712402,0.0224943161,1.348879814,283.1921387,12242234,22337008,15070071,0.003027439117
2,20120401 20:00,0.04616546631,0,94205.0625,97.05052185,0.549621582,-0.07289028168,1.276432991,282.9492188,12242234,23488640,15070071,0.003037452698
2,20120401 21:00,0.05489349365,0,94223.75,96.67506409,0.5571289062,0.1630868912,1.162240028,283.3188477,12309361,24572944,15197717,0.003047466278
2,20120401 22:00,0.05703353882,0,94241.6875,91.59381104,0.6717224121,-0.2970571518,0.6504764557,286.125,12865974,25766800,15957178,0.003061771393
2,20120401 23:00,0.04257965088,0,94229.25,79.99183655,0.8395690918,-0.7765455246,-0.01024532318,288.331543,13971432,26984192,17366128,0.003070354462
2,20120402 00:00,0.09469604492,0,94185.375,69.06477356,0.9624176025,0.04571723938,-0.5903959274,290.2565918,15553673,28299504,19306416,0.003103733063
3,20120401 01:00,0.003530883696,0.02467346191,92667.625,57.00315857,0.2381466627,0.9862337112,-3.133410454,293.9035645,2606438,1158284,2901861,0
3,20120401 02:00,0.02748188749,0.1404740214,92622.6875,64.96083069,0.561614573,2.68843174,-2.574872971,293.1965332,5352637,2341093,5980930,0.0007735490799
3,20120401 03:00,0.03235626221,0.1366169453,92598.8125,66.79586792,0.6616119146,2.884544373,-1.893668175,292.5925293,7714300,3531304,8822632,0.00167119503
3,20120401 04:00,0.0319519043,0.09737014771,92542.0625,65.17762756,0.9415589571,3.175682068,-1.6398983,292.1748047,9619368,4740096,11178847,0.002083778381
3,20120401 05:00,0.04849359766,0.163772583,92508,65.74427795,0.9446839094,2.697337151,-1.880079269,291.5844727,11054009,6014412,13079958,0.002533912659
3,20120401 06:00,0.03592784703,0.1098709106,92516.6875,69.72169495,0.7600514889,1.109003067,-2.157141685,290.9304199,11790807,7266127,14233063,0.002608776093
3,20120401 07:00,0.02077637613,0.09001922607,92539.0625,76.37783813,0.5823507309,1.172278404,-1.815748215,289.8535156,12213663,8477945,14925342,0.002652645111
3,20120401 08:00,0.01264503598,0.04763031006,92547.3125,84.24664307,0.5963522792,1.018503189,-1.424977303,287.8583984,12310074,9674511,15122039,0.00269317627
3,20120401 09:00,0.03768448532,0.02941894531,92612.3125,90.24661255,0.4902811646,1.235286713,-1.177853584,285.8032227,12310074,10797860,15122039,0.002711296082
3,20120401 10:00,0.02569021285,0.01139068604,92644.75,92.21336365,0.359187603,0.3015203476,-0.2849340439,285.9343262,12310074,11945764,15122039,0.002722740173
3,20120401 11:00,0.01548878849,0.002143859863,92670.875,95.06582642,0.1269891262,0.8358621597,-0.7886066437,284.5427246,12310074,13041543,15122167,0.002725601196
3,20120401 12:00,0,0,92653.5625,98.31025696,0,1.356128693,-0.3037252426,283.9094238,12310074,14122645,15122167,0.002725601196
3,20120401 13:00,0.0008773803711,0,92626.875,98.67408752,0.3894958496,0.7710237503,0.3518886566,283.7978516,12310074,15179486,15122167,0.002725601196
3,20120401 14:00,0.001831054688,0,92588.125,99.25076294,0.6656188965,-0.1396350861,0.8796768188,282.5222168,12310074,16231453,15122167,0.002725601196
3,20120401 15:00,0.002990722656,0,92571.875,99.73233032,0.7457275391,-0.3504705429,1.300692558,281.6879883,12310074,17286720,15122167,0.002725601196
3,20120401 16:00,0.00895690918,0,92563.0625,98.7205658,0.6128540039,0.01481151581,1.439965248,281.630127,12310074,18358240,15122167,0.002726078033
3,20120401 17:00,0.02975463867,0,92541.5,96.81401062,0.4945373535,-0.01244735718,1.428580284,282.5622559,12310074,19519600,15122167,0.002730846405
3,20120401 18:00,0.04921722412,0,92528.4375,96.37896729,0.5703735352,-0.04332733154,1.363690376,282.364502,12310074,20636736,15122167,0.002740859985
3,20120401 19:00,0.04912567139,0,92556.5625,96.66183472,0.5941162109,-0.04220294952,1.343142509,282.3286133,12310074,21767152,15122167,0.002754211426
3,20120401 20:00,0.04963684082,0,92570.3125,96.17845154,0.4770812988,-0.2264547348,1.388249397,281.9155273,12310074,22876032,15122167,0.002772808075
3,20120401 21:00,0.05796813965,0,92588.5,96.61695862,0.5094604492,0.05017185211,1.058846474,282.5476074,12382705,23921040,15253525,0.002796649933
3,20120401 22:00,0.05464553833,0,92605.9375,93.5401001,0.4508666992,-0.03729152679,0.3719120026,285.5561523,12953014,25079440,16020154,0.002820014954
3,20120401 23:00,0.04054641724,0,92595,78.7066803,0.6079711914,-0.3706617355,-0.3549718857,287.9335938,14225384,26226432,17555696,0.002832889557
3,20120402 00:00,0.04183197021,0,92554.375,68.17610168,0.7861480713,0.1683979034,-0.7544584274,289.7402344,15948681,27452784,19592496,0.002846717834
1,20120402 01:00,0.112361908,0,94746.8125,69.93354797,0.8302764893,0.342458725,-1.522831917,291.6049805,1717842,1313442,2181074,0.0001914575696
1,20120402 02:00,0.07010650635,0,94678.875,65.64964294,0.6853027344,1.115677834,-1.500989914,292.329834,3326070,2660549,4322714,0.0002633929253
1,20120402 03:00,0.06700134277,0,94608.375,60.07411194,0.7687988281,1.774486542,-1.611888885,293.2460938,5127796,4041206,6601140,0.0002846419811
1,20120402 04:00,0.05855941772,0,94533.6875,54.51229858,0.5389099121,2.232107162,-1.731534004,294.0068359,6934132,5390044,8848819,0.000296831131
1,20120402 05:00,0.02058410645,0,94505.9375,51.13789368,0.4868164062,2.173001289,-1.898820877,294.362793,8433191,6699170,10729834,0.000296831131
1,20120402 06:00,0.01302909851,0,94503.8125,48.85609436,0.2236480713,2.617418289,-1.667720795,294.494873,9867263,7963078,12419882,0.000296831131
1,20120402 07:00,0.000997543335,0.001720666885,94518.3125,54.09742737,0.8793945312,1.739650726,-1.394080162,293.2600098,10595086,9135014,13366795,0.0002978444099
1,20120402 08:00,0,0.002081394196,94576.5625,61.20509338,0.5482788086,1.671025276,-1.218840599,290.3742676,10750752,10299647,13615586,0.0002978444099
1,20120402 09:00,0,0.00066614151,94605.375,69.00419617,0.2415161133,1.926808357,-0.9779119492,288.5097656,10750752,11399838,13615586,0.0002978444099
1,20120402 10:00,0,0,94615.625,75.61672974,0.001678466797,1.94196701,-0.88630867,287.026123,10750752,12481922,13615586,0.0002978444099
1,20120402 11:00,0,0.0008430480957,94632.0625,81.17585754,0.3284301758,2.086219788,-1.214301109,285.7568359,10750752,13545462,13615349,0.0002978444099
1,20120402 12:00,0,0.009249687195,94596.375,85.85069275,0.9980773926,1.509296417,-1.51173687,285.1420898,10750752,14604840,13615349,0.0002978444099
1,20120402 13:00,0,0.00799369812,94592.4375,88.47601318,0.9563598633,1.73593998,-1.184411049,284.8122559,10750752,15688713,13615349,0.0002978444099
1,20120402 14:00,0,0.0002555847168,94570.875,89.45291138,0.06298828125,1.65512085,-0.8395118713,284.7385254,10750752,16774759,13615349,0.0002978444099
1,20120402 15:00,0,0.0002462863922,94567.5625,89.74783325,0.03076171875,1.281323433,-0.4291419983,285.0100098,10750752,17825504,13615349,0.0002978444099
1,20120402 16:00,0,0.0007638931274,94550.3125,91.04507446,0.4602050781,0.7938451767,-0.5492687225,284.3552246,10750752,18874656,13615349,0.0002978444099
1,20120402 17:00,0,0.001029968262,94505.25,92.8611145,0.6918029785,0.7354850769,-0.478562355,283.9189453,10750752,19923360,13615349,0.0002978444099
1,20120402 18:00,0,0.007304191589,94501.5,94.40144348,0.9980773926,1.08981514,-0.3402919769,283.6943359,10750752,20966160,13615349,0.0002978444099
1,20120402 19:00,0,0.01002883911,94527.5,94.46244812,0.9819641113,1.028477669,-0.3480434418,283.6027832,10750752,22032960,13615349,0.0002978444099
1,20120402 20:00,0,0.007680598646,94541.9375,93.76893616,0.9877600074,0.9469232559,-0.5064992905,283.3725586,10750752,23103072,13615349,0.0002978444099
1,20120402 21:00,0.0001106262207,0.006618499756,94569.375,91.51298523,0.9764099121,0.6872501373,-0.3741178513,283.8041992,10824472,24203136,13735021,0.0002978444099
1,20120402 22:00,0.01477813721,0.05627059937,94632.75,81.69508362,0.9378560781,1.19635582,-0.1481618881,287.2216797,11465663,25354416,14551763,0.0003997087479
1,20120402 23:00,0.08857727051,0.06956863403,94631.3125,75.52931213,0.8150024414,0.5783824921,-0.1879615784,289.5822754,12522010,26575920,15940854,0.0005819797516
1,20120403 00:00,0.006484985352,0.003723144531,94624.625,73.05194092,0.2056884766,0.02525043488,-0.7829008102,290.2851562,13329835,27858400,17214256,0.0009173154831
2,20120402 01:00,0.1182785034,0,94202.0625,71.2323761,0.8460540771,0.5621852875,-1.897343636,291.1362305,1482034,1327682,1994930,0.0002249032259
2,20120402 02:00,0.07729721069,0,94131.375,64.99827576,0.7040252686,1.269242287,-1.9915905,292.0356445,3126006,2676613,4167642,0.0003225058317
2,20120402 03:00,0.06940078735,0,94059.625,58.08387756,0.7410736084,1.598827362,-2.110668182,293.0095215,4921140,4035222,6443060,0.0003466457129
2,20120402 04:00,0.05051422119,0,93983.4375,51.5093689,0.5182189941,1.745290756,-2.195645332,293.8708496,6727028,5363196,8702835,0.0003575384617
2,20120402 05:00,0.0172290802,0,93955.6875,47.96992493,0.1744384766,1.559475899,-2.339250565,294.2595215,8272295,6664162,10616426,0.0003575384617
2,20120402 06:00,0.00848197937,5.531311035e-05,93953.0625,45.75257874,0.2467498779,1.960435867,-2.188350677,294.3937988,9684991,7927366,12284202,0.0003579556942
2,20120402 07:00,0.0006217956543,0.002921104431,93967.5625,52.02906799,0.8999633789,1.268947601,-1.727454185,292.9396973,10265230,9136806,13108619,0.000358581543
2,20120402 08:00,0,0.002839565277,94028.0625,59.86231995,0.5484008789,1.523076057,-1.441130638,289.920166,10418208,10287231,13353954,0.000358581543
2,20120402 09:00,0,0.001257896423,94054.375,69.1516571,0.2788391113,1.917653084,-1.038947105,287.855957,10418208,11380830,13353954,0.000358581543
2,20120402 10:00,0,0,94066.375,77.61380005,0.006378173828,2.187084198,-0.8982715607,286.1621094,10418208,12451010,13353954,0.000358581543
2,20120402 11:00,0,0.001883506775,94083.3125,84.39167786,0.3605651855,1.777992249,-0.8388128281,286.0280762,10418208,13496886,13353973,0.000358581543
2,20120402 12:00,0,0.01052045822,94050.875,88.84190369,0.9951477051,0.8117866516,-0.8249692917,285.9851074,10418208,14539752,13353973,0.000358581543
2,20120402 13:00,0,0.008538246155,94047.6875,90.73675537,0.949432373,1.190529823,-0.5335321426,285.5556641,10418208,15607305,13353973,0.000358581543
2,20120402 14:00,0,0.0002813339233,94028.375,91.62234497,0.116607666,1.126312256,0.1617088318,285.2509766,10418208,16677351,13353973,0.000358581543
2,20120402 15:00,0,0.0003995895386,94021.3125,91.86013794,0.06756591797,0.6316652298,0.6975669861,284.7993164,10418208,17709024,13353973,0.000358581543
2,20120402 16:00,0,0.001391410828,94007.3125,93.46939087,0.6260375977,0.3382787704,0.4700183868,284.3920898,10418208,18741280,13353973,0.000358581543
2,20120402 17:00,0,0.001805305481,93961,94.93533325,0.897644043,0.3296012878,0.5377950668,283.6733398,10418208,19778720,13353973,0.000358581543
2,20120402 18:00,0,0.008280754089,93958,94.79792786,0.9951477051,0.4546833038,0.8572177887,283.2592773,10418208,20810640,13353973,0.000358581543
2,20120402 19:00,0,0.01102638245,93980.75,93.66947937,0.9839477539,0.339512825,0.7632846832,283.064209,10418208,21870784,13353973,0.000358581543
2,20120402 20:00,0,0.01006096974,93996.1875,92.35096741,0.9736914039,0.3486566544,0.6966257095,283.0395508,10418208,22932704,13353973,0.000358581543
2,20120402 21:00,0.0002365112305,0.00318145752,94023.625,89.37138367,0.9497680664,0.1544132233,0.6983919144,283.5202637,10490392,24034304,13471085,0.000358581543
2,20120402 22:00,0.00910949707,0.05038070679,94084.5,80.25270081,0.8190206289,0.5587825775,0.2776193619,286.831543,11136959,25175216,14297043,0.0006162524223
2,20120402 23:00,0.09678649902,0.06719589233,94086.8125,72.92384338,0.7731018066,0.082654953,-0.08029556274,289.1940918,12210458,26382896,15704310,0.0009132027626
2,20120403 00:00,0.006790161133,0.002185821533,94075.625,69.78338623,0.2312927246,-0.1057310104,-0.7410306931,289.9301758,12955819,27641952,16923568,0.0009132027626
3,20120402 01:00,0.08959579468,0,92573.0625,72.44526672,0.7350158691,0.8379421234,-2.325688362,290.3027344,1306386,1308490,1839282,0.0001413375139
3,20120402 02:00,0.06697845459,0,92502.125,63.37132263,0.6099700928,1.525101662,-2.441175461,291.5786133,3120950,2638581,4149018,0.0002108812332
3,20120402 03:00,0.05037689209,0,92431.875,56.71278381,0.6261444092,1.654125214,-2.579784393,292.4353027,4869300,3941398,6392948,0.0002307891846
3,20120402 04:00,0.03840255737,0,92360.1875,50.7828064,0.5018310547,1.682058334,-2.630581856,293.2746582,6697204,5235036,8664947,0.0002407431602
3,20120402 05:00,0.02620887756,0,92337.4375,47.99433899,0.4126739502,1.522610664,-2.606218338,293.6428223,8293159,6511458,10612714,0.0002407431602
3,20120402 06:00,0.01160812378,0.0002021789551,92338.8125,46.46351624,0.6266479492,1.77025032,-2.443477631,293.6293945,9603327,7773990,12190378,0.0002414882183
3,20120402 07:00,3.623962402e-05,0.004047870636,92355.3125,54.19508362,0.9210510254,0.8880882263,-1.874060631,291.9069824,10011534,9025510,12867339,0.0002395808697
3,20120402 08:00,0,0.003772258759,92416.5625,63.24220276,0.551940918,1.503422737,-1.60580349,288.6123047,10164896,10129343,13111394,0.0002395808697
3,20120402 09:00,0,0.002266407013,92437.875,73.63114929,0.3655395508,2.056080818,-0.9879217148,286.4438477,10164896,11195358,13111394,0.0002395808697
3,20120402 10:00,0,8.583068848e-06,92448.875,82.42727661,0.003814697266,2.276927948,-0.575761795,284.8984375,10164896,12234370,13111394,0.0002395808697
3,20120402 11:00,0,0.00320148468,92463.8125,87.76570129,0.5953063965,1.45426178,-0.1635198593,285.4279785,10164896,13246134,13111541,0.0002395808697
3,20120402 12:00,0,0.01221942902,92432.375,89.52256775,0.994934082,0.1548042297,-0.3850278854,284.8239746,10164896,14259560,13111541,0.0002395808697
3,20120402 13:00,0,0.00937461853,92428.4375,90.95159912,0.9318237305,0.3965845108,-0.3606805801,284.4741211,10164896,15298441,13111541,0.0002395808697
3,20120402 14:00,0,0.0002670288086,92410.625,91.65701294,0.1227416992,0.2872009277,0.5074119568,284.2976074,10164896,16345063,13111541,0.0002395808697
3,20120402 15:00,0,0.0007410049438,92399.3125,92.16384888,0.1241455078,0.4519777298,0.4302330017,283.8417969,10164896,17344096,13111541,0.0002395808697
3,20120402 16:00,0,0.002112865448,92387.8125,93.41665649,0.6921081543,0.3521947861,0.5229969025,283.5341797,10164896,18347040,13111541,0.0002395808697
3,20120402 17:00,0,0.002658843994,92339.5,93.72537231,0.9863586426,0.2185173035,0.6435079575,282.7304688,10164896,19363488,13111541,0.0002395808697
3,20120402 18:00,0,0.008695602417,92335,92.00593567,1,0.3381061554,0.7544345856,282.3540039,10164896,20371344,13111541,0.0002395808697
3,20120402 19:00,0,0.01108360291,92355.5,89.61869812,0.973236084,0.3050889969,0.6868686676,282.2211914,10164896,21412160,13111541,0.0002395808697
3,20120402 20:00,0,0.01209420338,92372.1875,87.05213928,0.941632688,0.3009271622,0.7283639908,282.2880859,10164896,22456544,13111541,0.0002395808697
3,20120402 21:00,0.0004272460938,0.003089904785,92399.375,82.95732117,0.9323120117,0.2038516998,0.7672395706,283.0769043,10234392,23558784,13224429,0.0002395510674
3,20120402 22:00,0.01623535156,0.0315284729,92453.5,76.78981018,0.6950734854,0.3844661713,0.3557443619,286.545166,10871103,24686384,14042579,0.0002403855324
3,20120402 23:00,0.1065673828,0.03591918945,92464.5625,67.92384338,0.6721801758,0.1402721405,0.01089096069,289.0854492,12027290,25877808,15519222,0.0005719661713
3,20120403 00:00,0.005744934082,0.001174926758,92454.875,66.96405029,0.169342041,-0.07142925262,-0.5278959274,289.814209,12796459,27100000,16765243,0.0005719661713
1,20120403 01:00,0.09091949463,0.004615783691,94711.4375,63.74136353,0.4101257324,0.3044815063,-0.3243551254,292.1264648,1118809,1332577,1658497,0
1,20120403 02:00,0.01854324341,0.0005512237549,94638.3125,61.38720703,0.02938842773,0.2832384109,-0.7773761749,293.6296387,3021041,2685035,4038991,0
1,20120403 03:00,0.003379821777,1.621246338e-05,94553,56.48693848,0.02017211914,0.4742002487,-1.141389847,295.2561035,5588718,3972796,6925150,0
1,20120403 04:00,0.009621273726,0.0009756088257,94501,53.47450256,0.6305847168,0.8323736191,-1.779151917,296.4643555,8162994,5226301,9815745,0
1,20120403 05:00,0.01965494826,0.0003213882446,94455.25,52.38008118,0.1203084588,1.060285568,-2.266139984,296.8830566,10134921,6522121,12109335,0
1,20120403 06:00,0.01155090332,0.0002403259277,94454.5,52.41990662,0.07710576057,1.375250816,-2.521197319,296.7573242,11555278,7798890,13835160,0
1,20120403 07:00,0.004472732544,0.002069914946,94458.5,57.11088562,0.541369915,0.8535642624,-1.814124107,295.5336914,12305393,9053460,14810886,0
1,20120403 08:00,0.001289367676,0.001699447632,94496.8125,64.27653503,0.5064768791,1.117510796,-1.871747017,291.8818359,12448384,10252641,15051687,0
1,20120403 09:00,0.0005073547363,1.621246338e-05,94558,69.69038391,0.0143545419,1.629550934,-1.718268394,290.1945801,12448384,11466046,15051687,0
1,20120403 10:00,0.0002861022949,0,94601.3125,73.78526306,0,1.946388245,-1.375206947,289.246582,12448384,12649575,15051687,0
1,20120403 11:00,8.773803711e-05,0,94618.625,78.55267334,0.0133972168,1.356401443,-0.3743724823,290.1608887,12448384,13827909,15051663,0
1,20120403 12:00,0.0001792907715,0.0002193450928,94629.125,82.16970825,0.2613220215,0.1646556854,0.213218689,289.3857422,12448384,15003343,15051663,0
1,20120403 13:00,0.0003910064697,0.001095712185,94615.8125,84.65371704,0.8469543457,-0.370965004,0.6520843506,288.1875,12448384,16180510,15051663,0
1,20120403 14:00,0.001585006714,0.00121024251,94596.6875,87.6469574,0.7545928955,-0.7449550629,0.9757003784,286.7709961,12448384,17353504,15051663,0
1,20120403 15:00,0.0016746521,0.0002059936523,94572.5625,88.60574341,0.4846343994,-0.7109661102,1.17579174,286.3623047,12448384,18519456,15051663,0
1,20120403 16:00,0.001039505005,0.0001161843538,94561.5,89.32965088,0.240020752,-0.6270036697,1.231590271,286.2119141,12448384,19696752,15051663,0
1,20120403 17:00,0.0004463195801,3.880262375e-05,94540.3125,89.59869385,0.06155395508,-0.566163063,1.18297863,285.9753418,12448384,20845440,15051663,0
1,20120403 18:00,0.0009746551514,0,94541.5625,89.66564941,0.01971435547,-0.841594696,1.268485069,285.248291,12448384,21990672,15051663,0
1,20120403 19:00,0.004112243652,0,94596.625,89.57183838,0.06872558594,-1.345306396,1.635280609,284.6279297,12448384,23128960,15051663,0
1,20120403 20:00,0.01081848145,5.87105751e-06,94638.875,88.2918396,0.225982666,-1.129434586,1.474434853,285.1804199,12448384,24306000,15051663,0
1,20120403 21:00,0.01438140869,0.0001096725464,94693.25,86.52755737,0.5400390625,-0.9566450119,1.390478134,286.3483887,12510148,25466400,15171511,0
1,20120403 22:00,0.01579856873,0.0001382231712,94739.5,79.65402222,0.2098388672,-1.25841713,1.512768745,289.4865723,13165760,26712832,16025715,0
1,20120403 23:00,0.01744651794,0.0001667588949,94767.4375,73.37730408,0.310333252,-1.547785759,0.8185663223,292.1496582,14499199,28007376,17633008,0
1,20120404 00:00,0.01597213745,0.00016066432,94768.5625,68.80641174,0.306854248,-1.731227875,-0.1650648117,294.003418,16330205,29318912,19807040,0
2,20120403 01:00,0.1483001709,0.004360198975,94163.9375,64.02261353,0.4433898926,-0.3455429077,-0.3595113754,292.1218262,1145337,1317057,1695425,0
2,20120403 02:00,0.01677322388,0.0003967285156,94092.8125,59.98193359,0.05047607422,-0.00973033905,-0.9524250031,293.6083984,2990961,2662099,4034831,0
2,20120403 03:00,0.009845733643,0.0001363754272,94006,55.02600098,0.08432006836,0.351641655,-1.402009964,295.4414062,5634670,3933100,7010590,0
2,20120403 04:00,0.02875579521,0.001830101013,93949,51.5125885,0.8322753906,0.6951665878,-2.254127502,296.6279297,8154290,5202557,9868673,0
2,20120403 05:00,0.03794260696,0.001178741455,93907,50.53144836,0.3115926385,0.8744945526,-2.707424164,296.8217773,10001033,6498985,12074775,0
2,20120403 06:00,0.01599502563,0.000563621521,93909.5,50.22850037,0.2072174549,1.022223473,-2.699419975,296.6628418,11380558,7785098,13773592,0
2,20120403 07:00,0.007362365723,0.003708327422,93917.5,55.48881531,0.5946230888,0.520190239,-1.946448326,295.3234863,12097649,9045076,14717318,0
2,20120403 08:00,0.00238609314,0.002119064331,93958.8125,62.59489441,0.414329052,0.9427061081,-1.968426704,291.7104492,12231680,10249825,14946855,0
2,20120403 09:00,0.0007171630859,0,94023.25,69.28022766,0.02209074795,1.660678864,-1.658209801,289.9682617,12231680,11461438,14946855,0
2,20120403 10:00,0.0002059936523,0,94069.3125,74.35948181,0,1.803199768,-0.793419838,289.7182617,12231680,12628583,14946855,0
2,20120403 11:00,6.103515625e-05,0,94089.375,81.24603271,0,1.071001053,0.5392017365,289.6018066,12231680,13795397,14946575,0
